Date,Country,Exchange,Holiday
"Nov 19, 2024",Oman,Oman Stock Exchange,National Day
"Jan 26, 2025",Oman,Oman Stock Exchange,Al Isra' wal-Mi'raj
"Jan 27, 2025",Oman,Oman Stock Exchange,Al Isra' wal-Mi'raj
"Mar 30, 2025",Oman,Oman Stock Exchange,Eid al-Fitr
"Mar 31, 2025",Oman,Oman Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Oman,Oman Stock Exchange,Eid al-Fitr
"Apr 02, 2025",Oman,Oman Stock Exchange,Eid al-Fitr
"Jun 08, 2025",Oman,Oman Stock Exchange,Eid al-Adha
"Jun 09, 2025",Oman,Oman Stock Exchange,Eid al-Adha
"Jun 10, 2025",Oman,Oman Stock Exchange,Eid al-Adha
"Jun 25, 2025",Oman,Oman Stock Exchange,Islamic New Year (Hijri)
"Nov 18, 2025",Oman,Oman Stock Exchange,Islamic New Year (Hijri)
"Feb 05, 2024",Pakistan,Karachi Stock Exchange,Kashmir Day
"Feb 08, 2024",Pakistan,Karachi Stock Exchange,Election Day
"Mar 23, 2024",Pakistan,Karachi Stock Exchange,Pakistan Day
"Apr 05, 2024",Pakistan,Karachi Stock Exchange,Juma Tul Vida
"Apr 10, 2024",Pakistan,Karachi Stock Exchange,Id-Ul-Fitr (Ramadan Eid)
"Apr 11, 2024",Pakistan,Karachi Stock Exchange,Id-Ul-Fitr (Ramadan Eid)
"Apr 12, 2024",Pakistan,Karachi Stock Exchange,Id-Ul-Fitr (Ramadan Eid)
"May 01, 2024",Pakistan,Karachi Stock Exchange,Labour Day
"May 28, 2024",Pakistan,Karachi Stock Exchange,Market Holiday
"Jun 17, 2024",Pakistan,Karachi Stock Exchange,Eid-ul-Azha
"Jun 18, 2024",Pakistan,Karachi Stock Exchange,Eid-ul-Azha
"Jun 19, 2024",Pakistan,Karachi Stock Exchange,Eid-ul-Azha
"Jul 16, 2024",Pakistan,Karachi Stock Exchange,Ashura
"Jul 17, 2024",Pakistan,Karachi Stock Exchange,Ashura
"Aug 14, 2024",Pakistan,Karachi Stock Exchange,Independence Day
"Sep 17, 2024",Pakistan,Karachi Stock Exchange,Eid-Milad-un-Nabi
"Nov 09, 2024",Pakistan,Karachi Stock Exchange,Iqbal Day
"Dec 25, 2024",Pakistan,Karachi Stock Exchange,Quaid-e-Azam Day
"Feb 05, 2025",Pakistan,Karachi Stock Exchange,Kashmir Day
"Mar 31, 2025",Pakistan,Karachi Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Pakistan,Karachi Stock Exchange,Eid al-Fitr
"Apr 02, 2025",Pakistan,Karachi Stock Exchange,Eid al-Fitr
"May 01, 2025",Pakistan,Karachi Stock Exchange,Labor Day
"Jun 09, 2025",Pakistan,Karachi Stock Exchange,Eid al-Adha
"Jun 10, 2025",Pakistan,Karachi Stock Exchange,Eid al-Adha
"Aug 14, 2025",Pakistan,Karachi Stock Exchange,Independence Day
"Sep 04, 2025",Pakistan,Karachi Stock Exchange,Mawlid-al-Nabi
"Sep 05, 2025",Pakistan,Karachi Stock Exchange,Mawlid-al-Nabi
"Dec 25, 2025",Pakistan,Karachi Stock Exchange,Quaid-e-Azam Day
"Jan 01, 2024",Palestinian Territory,Ramallah Stock Exchange,New Year's Day
"Feb 08, 2024",Palestinian Territory,Ramallah Stock Exchange,Eid al-Isra Wal Miraj
"Apr 09, 2024",Palestinian Territory,Ramallah Stock Exchange,Eid al-Fitr
"Apr 10, 2024",Palestinian Territory,Ramallah Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Palestinian Territory,Ramallah Stock Exchange,Eid al-Fitr
"Apr 12, 2024",Palestinian Territory,Ramallah Stock Exchange,Eid al-Fitr
"May 01, 2024",Palestinian Territory,Ramallah Stock Exchange,Labor Day
"Jun 16, 2024",Palestinian Territory,Ramallah Stock Exchange,Eid al-Adha
"Jun 17, 2024",Palestinian Territory,Ramallah Stock Exchange,Eid al-Adha
"Jun 18, 2024",Palestinian Territory,Ramallah Stock Exchange,Eid al-Adha
"Jul 07, 2024",Palestinian Territory,Ramallah Stock Exchange,Islamic New Year (Hijri)
"Sep 15, 2024",Palestinian Territory,Ramallah Stock Exchange,Mawlid-al-Nabi
"Dec 25, 2024",Palestinian Territory,Ramallah Stock Exchange,Christmas
"Jan 01, 2025",Palestinian Territory,Ramallah Stock Exchange,New Year's Day
"Jan 26, 2025",Palestinian Territory,Ramallah Stock Exchange,Al Isra' wal-Mi'raj
"Mar 30, 2025",Palestinian Territory,Ramallah Stock Exchange,Eid al-Fitr
"Mar 31, 2025",Palestinian Territory,Ramallah Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Palestinian Territory,Ramallah Stock Exchange,Eid al-Fitr
"May 01, 2025",Palestinian Territory,Ramallah Stock Exchange,Labor Day
"Jun 08, 2025",Palestinian Territory,Ramallah Stock Exchange,Eid al-Adha
"Jun 09, 2025",Palestinian Territory,Ramallah Stock Exchange,Eid al-Adha
"Jun 10, 2025",Palestinian Territory,Ramallah Stock Exchange,Eid al-Adha
"Jun 26, 2025",Palestinian Territory,Ramallah Stock Exchange,Islamic New Year (Hijri)
"Sep 04, 2025",Palestinian Territory,Ramallah Stock Exchange,Mawlid-al-Nabi
"Dec 25, 2025",Palestinian Territory,Ramallah Stock Exchange,Christmas
"Jan 01, 2024",Peru,Lima Stock Exchange,New Year's Day
"Mar 28, 2024",Peru,Lima Stock Exchange,Maundy Thursday
"Mar 29, 2024",Peru,Lima Stock Exchange,Good Friday
"May 01, 2024",Peru,Lima Stock Exchange,Labor Day
"Jun 07, 2024",Peru,Lima Stock Exchange,Flag Day
"Jul 29, 2024",Peru,Lima Stock Exchange,Independence Day
"Aug 30, 2024",Peru,Lima Stock Exchange,Santa Rosa de Lima's Day
"Oct 08, 2024",Peru,Lima Stock Exchange,Battle of Angamos
"Nov 01, 2024",Peru,Lima Stock Exchange,All Saint's Day
"Dec 09, 2024",Peru,Lima Stock Exchange,Ayacucho´s Battle
"Dec 24, 2024",Peru,Lima Stock Exchange,Christmas - Early close at 11:52
"Dec 25, 2024",Peru,Lima Stock Exchange,Christmas
"Dec 31, 2024",Peru,Lima Stock Exchange,New Year's Day - Early close at 11:52
"Jan 01, 2025",Peru,Lima Stock Exchange,New Year's Day
"Apr 17, 2025",Peru,Lima Stock Exchange,Maundy Thursday
"Apr 18, 2025",Peru,Lima Stock Exchange,Good Friday
"May 01, 2025",Peru,Lima Stock Exchange,Labor Day
"Jul 28, 2025",Peru,Lima Stock Exchange,Independence Day
"Jul 29, 2025",Peru,Lima Stock Exchange,Independence Day
"Oct 08, 2025",Peru,Lima Stock Exchange,Battle of Angamos
"Dec 08, 2025",Peru,Lima Stock Exchange,Feast of the Immaculate Conception
"Dec 24, 2025",Peru,Lima Stock Exchange,Christmas - Early close at 11:52
"Dec 25, 2025",Peru,Lima Stock Exchange,Christmas
"Dec 31, 2025",Peru,Lima Stock Exchange,New Year's Day - Early close at 11:52
"Jan 01, 2024",Philippines,Philippines Stock Exchange,New Year's Day
"Mar 28, 2024",Philippines,Philippines Stock Exchange,Maundy Thursday
"Mar 29, 2024",Philippines,Philippines Stock Exchange,Good Friday
"Apr 09, 2024",Philippines,Philippines Stock Exchange,Araw ng Kagitingan
"Apr 10, 2024",Philippines,Philippines Stock Exchange,Eid al-Fitr
"May 01, 2024",Philippines,Philippines Stock Exchange,Labor Day
"Jun 12, 2024",Philippines,Philippines Stock Exchange,Independence Day
"Jun 17, 2024",Philippines,Philippines Stock Exchange,Eid al-Adha
"Aug 21, 2024",Philippines,Philippines Stock Exchange,Ninoy Aquino Day
"Aug 26, 2024",Philippines,Philippines Stock Exchange,National Heroes Day
"Nov 01, 2024",Philippines,Philippines Stock Exchange,All Saint's Day
"Dec 24, 2024",Philippines,Philippines Stock Exchange,Christmas
"Dec 25, 2024",Philippines,Philippines Stock Exchange,Christmas
"Dec 30, 2024",Philippines,Philippines Stock Exchange,Rizal Day
"Dec 31, 2024",Philippines,Philippines Stock Exchange,New Year's Day - Early close at 11:55
"Jan 01, 2025",Philippines,Philippines Stock Exchange,New Year's Day
"Jan 29, 2025",Philippines,Philippines Stock Exchange,Chinese New Year
"Feb 25, 2025",Philippines,Philippines Stock Exchange,Revolution Day
"Mar 31, 2025",Philippines,Philippines Stock Exchange,Eid al-Fitr
"Apr 09, 2025",Philippines,Philippines Stock Exchange,Araw ng Kagitingan
"Apr 17, 2025",Philippines,Philippines Stock Exchange,Maundy Thursday
"Apr 18, 2025",Philippines,Philippines Stock Exchange,Good Friday
"May 01, 2025",Philippines,Philippines Stock Exchange,Labor Day
"Jun 12, 2025",Philippines,Philippines Stock Exchange,Independence Day
"Aug 21, 2025",Philippines,Philippines Stock Exchange,Ninoy Aquino Day
"Aug 25, 2025",Philippines,Philippines Stock Exchange,National Heroes Day
"Oct 31, 2025",Philippines,Philippines Stock Exchange,Reformation Day
"Dec 08, 2025",Philippines,Philippines Stock Exchange,Feast of the Immaculate Conception
"Dec 25, 2025",Philippines,Philippines Stock Exchange,Christmas
"Dec 30, 2025",Philippines,Philippines Stock Exchange,Rizal Day
"Dec 31, 2025",Philippines,Philippines Stock Exchange,New Year's Day - Early close at 11:55
"Jan 01, 2024",Poland,Warsaw Stock Exchange,New Year's Day
"Mar 29, 2024",Poland,Warsaw Stock Exchange,Good Friday
"Apr 01, 2024",Poland,Warsaw Stock Exchange,Easter
"May 01, 2024",Poland,Warsaw Stock Exchange,Labor Day
"May 03, 2024",Poland,Warsaw Stock Exchange,Constitution Day
"May 30, 2024",Poland,Warsaw Stock Exchange,Corpus Christi Day
"Aug 15, 2024",Poland,Warsaw Stock Exchange,Assumption Day
"Nov 01, 2024",Poland,Warsaw Stock Exchange,All Saint's Day
"Nov 11, 2024",Poland,Warsaw Stock Exchange,Independence Day
"Dec 24, 2024",Poland,Warsaw Stock Exchange,Christmas
"Dec 25, 2024",Poland,Warsaw Stock Exchange,Christmas
"Dec 26, 2024",Poland,Warsaw Stock Exchange,Boxing Day
"Dec 31, 2024",Poland,Warsaw Stock Exchange,New Year's Day
"Jan 01, 2025",Poland,Warsaw Stock Exchange,New Year's Day
"Jan 06, 2025",Poland,Warsaw Stock Exchange,Epiphany Day
"Apr 18, 2025",Poland,Warsaw Stock Exchange,Good Friday
"Apr 21, 2025",Poland,Warsaw Stock Exchange,Easter
"May 01, 2025",Poland,Warsaw Stock Exchange,Labor Day
"Jun 19, 2025",Poland,Warsaw Stock Exchange,Corpus Christi Day
"Aug 15, 2025",Poland,Warsaw Stock Exchange,Assumption Day
"Nov 11, 2025",Poland,Warsaw Stock Exchange,Independence Day
"Dec 24, 2025",Poland,Warsaw Stock Exchange,Christmas
"Dec 25, 2025",Poland,Warsaw Stock Exchange,Christmas
"Dec 26, 2025",Poland,Warsaw Stock Exchange,Boxing Day
"Dec 31, 2025",Poland,Warsaw Stock Exchange,New Year's Day
"Jan 01, 2024",Portugal,Lisbon Stock Exchange,New Year's Day
"Mar 29, 2024",Portugal,Lisbon Stock Exchange,Good Friday
"Apr 01, 2024",Portugal,Lisbon Stock Exchange,Easter
"May 01, 2024",Portugal,Lisbon Stock Exchange,Labor Day
"Dec 24, 2024",Portugal,Lisbon Stock Exchange,Christmas - Early close at 14:05
"Dec 25, 2024",Portugal,Lisbon Stock Exchange,Christmas
"Dec 26, 2024",Portugal,Lisbon Stock Exchange,Boxing Day
"Dec 31, 2024",Portugal,Lisbon Stock Exchange,New Year's Day - Early close at 14:05
"Jan 01, 2025",Portugal,Lisbon Stock Exchange,New Year's Day
"Apr 18, 2025",Portugal,Lisbon Stock Exchange,Good Friday
"Apr 21, 2025",Portugal,Lisbon Stock Exchange,Easter
"May 01, 2025",Portugal,Lisbon Stock Exchange,Labor Day
"Jun 10, 2025",Portugal,Lisbon Stock Exchange,Portugal Day
"Dec 01, 2025",Portugal,Lisbon Stock Exchange,Restoration of Independence
"Dec 24, 2025",Portugal,Lisbon Stock Exchange,Christmas - Early close at 14:05
"Dec 25, 2025",Portugal,Lisbon Stock Exchange,Christmas
"Dec 31, 2025",Portugal,Lisbon Stock Exchange,New Year's Day - Early close at 14:05
"Jan 01, 2024",Qatar,Doha Stock Exchange,New Year's Day
"Feb 13, 2024",Qatar,Doha Stock Exchange,National Sports Day
"Apr 09, 2024",Qatar,Doha Stock Exchange,Eid al-Fitr
"Apr 10, 2024",Qatar,Doha Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Qatar,Doha Stock Exchange,Eid al-Fitr
"Jun 16, 2024",Qatar,Doha Stock Exchange,Eid al-Adha
"Jun 17, 2024",Qatar,Doha Stock Exchange,Eid al-Adha
"Jun 18, 2024",Qatar,Doha Stock Exchange,Eid al-Adha
"Jun 19, 2024",Qatar,Doha Stock Exchange,Eid al-Adha
"Dec 18, 2024",Qatar,Doha Stock Exchange,National Day
"Jan 01, 2025",Qatar,Doha Stock Exchange,New Year's Day
"Feb 11, 2025",Qatar,Doha Stock Exchange,National Sports Day
"Mar 30, 2025",Qatar,Doha Stock Exchange,Eid al-Fitr
"Mar 31, 2025",Qatar,Doha Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Qatar,Doha Stock Exchange,Eid al-Fitr
"Apr 02, 2025",Qatar,Doha Stock Exchange,Eid al-Fitr
"Jun 08, 2025",Qatar,Doha Stock Exchange,Eid al-Adha
"Jun 09, 2025",Qatar,Doha Stock Exchange,Eid al-Adha
"Dec 18, 2025",Qatar,Doha Stock Exchange,National Day
"Jan 01, 2024",Romania,Bucharest Stock Exchange,New Year's Day
"Jan 02, 2024",Romania,Bucharest Stock Exchange,New Year's Day
"Jan 24, 2024",Romania,Bucharest Stock Exchange,Unification Day
"May 01, 2024",Romania,Bucharest Stock Exchange,Labor Day
"May 03, 2024",Romania,Bucharest Stock Exchange,Good Friday
"May 06, 2024",Romania,Bucharest Stock Exchange,Easter
"Jun 24, 2024",Romania,Bucharest Stock Exchange,Pentecost
"Aug 15, 2024",Romania,Bucharest Stock Exchange,Assumption Day
"Dec 25, 2024",Romania,Bucharest Stock Exchange,Christmas
"Dec 26, 2024",Romania,Bucharest Stock Exchange,Christmas
"Jan 01, 2025",Romania,Bucharest Stock Exchange,New Year's Day
"Jan 02, 2025",Romania,Bucharest Stock Exchange,New Year's Day
"Jan 06, 2025",Romania,Bucharest Stock Exchange,Epiphany Day
"Jan 07, 2025",Romania,Bucharest Stock Exchange,Market Holiday
"Jan 24, 2025",Romania,Bucharest Stock Exchange,Unification Day
"Apr 18, 2025",Romania,Bucharest Stock Exchange,Good Friday
"Apr 21, 2025",Romania,Bucharest Stock Exchange,Easter
"May 01, 2025",Romania,Bucharest Stock Exchange,Labor Day
"Jun 09, 2025",Romania,Bucharest Stock Exchange,Pentecost
"Aug 15, 2025",Romania,Bucharest Stock Exchange,Assumption Day
"Dec 01, 2025",Romania,Bucharest Stock Exchange,National Day
"Dec 25, 2025",Romania,Bucharest Stock Exchange,Christmas
"Dec 26, 2025",Romania,Bucharest Stock Exchange,Christmas
"Jan 01, 2024",Russia,Moscow Stock Exchange,New Year's Day
"Jan 02, 2024",Russia,Moscow Stock Exchange,New Year's Day
"Feb 23, 2024",Russia,Moscow Stock Exchange,Defender of the Fatherland Day
"Mar 08, 2024",Russia,Moscow Stock Exchange,Women's Day
"May 01, 2024",Russia,Moscow Stock Exchange,Labor Day
"May 09, 2024",Russia,Moscow Stock Exchange,Victory Day
"Jun 12, 2024",Russia,Moscow Stock Exchange,National Day
"Nov 04, 2024",Russia,Moscow Stock Exchange,Unity Day
"Jan 01, 2025",Russia,Moscow Stock Exchange,New Year's Day
"Jan 02, 2025",Russia,Moscow Stock Exchange,New Year's Day
"Jan 03, 2025",Russia,Moscow Stock Exchange,New-Year Holidays
"Jan 04, 2025",Russia,Moscow Stock Exchange,New-Year Holidays
"Jan 05, 2025",Russia,Moscow Stock Exchange,New-Year Holidays
"Jan 06, 2025",Russia,Moscow Stock Exchange,New-Year Holidays
"Jan 07, 2025",Russia,Moscow Stock Exchange,Christmas
"Jan 08, 2025",Russia,Moscow Stock Exchange,New-Year Holidays
"Feb 23, 2025",Russia,Moscow Stock Exchange,Defender of the Fatherland Day
"Mar 08, 2025",Russia,Moscow Stock Exchange,Women's Day
"May 01, 2025",Russia,Moscow Stock Exchange,Labor Day
"May 02, 2025",Russia,Moscow Stock Exchange,Holiday
"May 08, 2025",Russia,Moscow Stock Exchange,Holiday
"May 09, 2025",Russia,Moscow Stock Exchange,Victory Day
"Jun 12, 2025",Russia,Moscow Stock Exchange,National Day
"Jun 13, 2025",Russia,Moscow Stock Exchange,Holiday
"Nov 03, 2025",Russia,Moscow Stock Exchange,Holiday
"Nov 04, 2025",Russia,Moscow Stock Exchange,Unity Day
"Dec 31, 2025",Russia,Moscow Stock Exchange,Holiday
"Jan 01, 2024",Rwanda,Rwanda Stock Exchange,New Year's Day
"Jan 02, 2024",Rwanda,Rwanda Stock Exchange,New Year's Day
"Feb 01, 2024",Rwanda,Rwanda Stock Exchange,National Heroes Day
"Mar 29, 2024",Rwanda,Rwanda Stock Exchange,Good Friday
"Apr 01, 2024",Rwanda,Rwanda Stock Exchange,Easter
"Apr 10, 2024",Rwanda,Rwanda Stock Exchange,Eid al-Fitr
"May 01, 2024",Rwanda,Rwanda Stock Exchange,Labor Day
"Jun 17, 2024",Rwanda,Rwanda Stock Exchange,Eid al-Adha
"Jul 01, 2024",Rwanda,Rwanda Stock Exchange,Independence Day
"Jul 04, 2024",Rwanda,Rwanda Stock Exchange,Liberation Day
"Aug 02, 2024",Rwanda,Rwanda Stock Exchange,Thanksgiving Day
"Aug 15, 2024",Rwanda,Rwanda Stock Exchange,Assumption Day
"Dec 25, 2024",Rwanda,Rwanda Stock Exchange,Christmas
"Dec 26, 2024",Rwanda,Rwanda Stock Exchange,Boxing Day
"Jan 01, 2025",Rwanda,Rwanda Stock Exchange,New Year's Day
"Jan 02, 2025",Rwanda,Rwanda Stock Exchange,New Year's Day
"Feb 03, 2025",Rwanda,Rwanda Stock Exchange,National Heroes Day
"Mar 31, 2025",Rwanda,Rwanda Stock Exchange,Eid al-Fitr
"Apr 07, 2025",Rwanda,Rwanda Stock Exchange,Tutsi Genocide Memorial Day
"Apr 18, 2025",Rwanda,Rwanda Stock Exchange,Good Friday
"Apr 21, 2025",Rwanda,Rwanda Stock Exchange,Easter
"May 01, 2025",Rwanda,Rwanda Stock Exchange,Labor Day
"Jul 01, 2025",Rwanda,Rwanda Stock Exchange,Independence Day
"Jul 04, 2025",Rwanda,Rwanda Stock Exchange,Liberation Day
"Aug 01, 2025",Rwanda,Rwanda Stock Exchange,Thanksgiving Day
"Aug 15, 2025",Rwanda,Rwanda Stock Exchange,Assumption Day
"Dec 25, 2025",Rwanda,Rwanda Stock Exchange,Christmas
"Dec 26, 2025",Rwanda,Rwanda Stock Exchange,Boxing Day
"Feb 22, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,National Day
"Apr 05, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 06, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 07, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 08, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 09, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 10, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 12, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 13, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Jun 14, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 15, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 16, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 17, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 18, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 19, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 20, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 21, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 22, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Sep 23, 2024",Saudi Arabia,Saudi Arabia Stock Exchange,National Day
"Feb 23, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,National Day
"Mar 28, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Mar 29, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Mar 30, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Mar 31, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Apr 02, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Fitr
"Jun 05, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Day of Arafat
"Jun 06, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 07, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 08, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 09, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Jun 10, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,Eid al-Adha
"Sep 23, 2025",Saudi Arabia,Saudi Arabia Stock Exchange,National Day
"Jan 01, 2024",Serbia,Belgrade,New Year's Day
"Jan 02, 2024",Serbia,Belgrade,New Year's Day
"Feb 15, 2024",Serbia,Belgrade,Statehood Day
"Feb 16, 2024",Serbia,Belgrade,Statehood Day
"May 01, 2024",Serbia,Belgrade,Labor Day
"May 02, 2024",Serbia,Belgrade,Labor Day
"May 03, 2024",Serbia,Belgrade,Easter
"May 06, 2024",Serbia,Belgrade,Easter
"Nov 11, 2024",Serbia,Belgrade,Armistice Day in World War I
"Dec 31, 2024",Serbia,Belgrade,Market Holiday
"Jan 01, 2025",Serbia,Belgrade,New Year's Day
"Jan 02, 2025",Serbia,Belgrade,New Year's Day
"Jan 07, 2025",Serbia,Belgrade,Christmas
"Feb 17, 2025",Serbia,Belgrade,Statehood Day
"Apr 18, 2025",Serbia,Belgrade,Easter
"Apr 21, 2025",Serbia,Belgrade,Easter
"May 01, 2025",Serbia,Belgrade,Labor Day
"May 02, 2025",Serbia,Belgrade,Labor Day
"Nov 11, 2025",Serbia,Belgrade,Armistice Day in World War I
"Jan 01, 2024",Singapore,Singapore Stock Exchange,New Year's Day
"Feb 09, 2024",Singapore,Singapore Stock Exchange,Chinese New Year - Early close at 12:00
"Feb 12, 2024",Singapore,Singapore Stock Exchange,Chinese New Year
"Mar 29, 2024",Singapore,Singapore Stock Exchange,Good Friday
"Apr 10, 2024",Singapore,Singapore Stock Exchange,Eid al-Fitr
"May 01, 2024",Singapore,Singapore Stock Exchange,Labor Day
"May 22, 2024",Singapore,Singapore Stock Exchange,Vesak Day
"Jun 17, 2024",Singapore,Singapore Stock Exchange,Eid al-Adha
"Aug 09, 2024",Singapore,Singapore Stock Exchange,National Day
"Oct 31, 2024",Singapore,Singapore Stock Exchange,Diwali
"Dec 24, 2024",Singapore,Singapore Stock Exchange,Christmas - Early close at 12:00
"Dec 25, 2024",Singapore,Singapore Stock Exchange,Christmas
"Dec 31, 2024",Singapore,Singapore Stock Exchange,New Year's Day - Early close at 12:00
"Jan 01, 2025",Singapore,Singapore Stock Exchange,New Year's Day
"Jan 29, 2025",Singapore,Singapore Stock Exchange,Chinese New Year
"Jan 30, 2025",Singapore,Singapore Stock Exchange,Chinese New Year
"Mar 31, 2025",Singapore,Singapore Stock Exchange,Eid al-Fitr
"Apr 18, 2025",Singapore,Singapore Stock Exchange,Good Friday
"May 01, 2025",Singapore,Singapore Stock Exchange,Labor Day
"May 12, 2025",Singapore,Singapore Stock Exchange,Vesak Day
"Jun 06, 2025",Singapore,Singapore Stock Exchange,Eid al-Adha
"Oct 20, 2025",Singapore,Singapore Stock Exchange,Diwali
"Dec 25, 2025",Singapore,Singapore Stock Exchange,Christmas
"Jan 01, 2024",Slovakia,Bratislava Stock Exchange,Republic Day
"Mar 29, 2024",Slovakia,Bratislava Stock Exchange,Good Friday
"Apr 01, 2024",Slovakia,Bratislava Stock Exchange,Easter
"May 01, 2024",Slovakia,Bratislava Stock Exchange,Labor Day
"May 08, 2024",Slovakia,Bratislava Stock Exchange,National Day
"Jul 05, 2024",Slovakia,Bratislava Stock Exchange,Cyril and Methodius Day
"Aug 29, 2024",Slovakia,Bratislava Stock Exchange,National Day
"Nov 01, 2024",Slovakia,Bratislava Stock Exchange,All Saint's Day
"Dec 24, 2024",Slovakia,Bratislava Stock Exchange,Christmas
"Dec 25, 2024",Slovakia,Bratislava Stock Exchange,Christmas
"Dec 26, 2024",Slovakia,Bratislava Stock Exchange,St. Stephen's Day
"Jan 01, 2025",Slovakia,Bratislava Stock Exchange,Republic Day
"Jan 06, 2025",Slovakia,Bratislava Stock Exchange,Epiphany Day
"Apr 18, 2025",Slovakia,Bratislava Stock Exchange,Good Friday
"Apr 21, 2025",Slovakia,Bratislava Stock Exchange,Easter
"May 01, 2025",Slovakia,Bratislava Stock Exchange,Labor Day
"May 08, 2025",Slovakia,Bratislava Stock Exchange,National Day
"Aug 29, 2025",Slovakia,Bratislava Stock Exchange,National Day
"Sep 15, 2025",Slovakia,Bratislava Stock Exchange,Our Lady for the Seven Sorrows
"Nov 17, 2025",Slovakia,Bratislava Stock Exchange,Democracy Day
"Dec 24, 2025",Slovakia,Bratislava Stock Exchange,Christmas
"Dec 25, 2025",Slovakia,Bratislava Stock Exchange,Christmas
"Dec 26, 2025",Slovakia,Bratislava Stock Exchange,St. Stephen's Day
"Jan 01, 2024",Slovenia,Ljubljana Stock Exchange,New Year's Day
"Jan 02, 2024",Slovenia,Ljubljana Stock Exchange,New Year's Day
"Feb 08, 2024",Slovenia,Ljubljana Stock Exchange,Preseren Day
"Mar 29, 2024",Slovenia,Ljubljana Stock Exchange,Good Friday
"Apr 01, 2024",Slovenia,Ljubljana Stock Exchange,Easter
"May 01, 2024",Slovenia,Ljubljana Stock Exchange,Labor Day
"May 02, 2024",Slovenia,Ljubljana Stock Exchange,Labor Day
"Jun 25, 2024",Slovenia,Ljubljana Stock Exchange,Statehood Day
"Aug 15, 2024",Slovenia,Ljubljana Stock Exchange,Assumption Day
"Oct 31, 2024",Slovenia,Ljubljana Stock Exchange,Halloween
"Nov 01, 2024",Slovenia,Ljubljana Stock Exchange,All Saint's Day
"Dec 24, 2024",Slovenia,Ljubljana Stock Exchange,Christmas
"Dec 25, 2024",Slovenia,Ljubljana Stock Exchange,Christmas
"Dec 26, 2024",Slovenia,Ljubljana Stock Exchange,Independence Day
"Dec 31, 2024",Slovenia,Ljubljana Stock Exchange,New Year's Day
"Jan 01, 2025",Slovenia,Ljubljana Stock Exchange,Republic Day
"Jan 06, 2025",Slovenia,Ljubljana Stock Exchange,Epiphany Day
"Apr 18, 2025",Slovenia,Ljubljana Stock Exchange,Good Friday
"Apr 21, 2025",Slovenia,Ljubljana Stock Exchange,Easter
"May 01, 2025",Slovenia,Ljubljana Stock Exchange,Labor Day
"May 08, 2025",Slovenia,Ljubljana Stock Exchange,National Day
